"","GSM1387702","GSM1387703","GSM1387700","GSM1387701"
"GP5:211525_s_at",NA,NA,NA,NA
"RTEL1-TNFRSF6B///RTEL1:211526_s_at",NA,NA,NA,NA
"VEGFA:211527_x_at",5.53791724903408,5.64760232900762,5.92837032301897,5.93593113975227
"HLA-G:211528_x_at",NA,NA,NA,NA
"HLA-G:211529_x_at",NA,NA,NA,NA
"HLA-G:211530_x_at",NA,NA,NA,NA
"PRB1:211531_x_at",NA,NA,NA,NA
"KIR2DS2:211532_x_at",NA,NA,NA,NA
"PDGFRA:211533_at",NA,NA,NA,NA
"PTPRN2:211534_x_at",NA,NA,NA,NA
"FGFR1:211535_s_at",11.3787771188688,11.4496181156508,11.2606961161544,11.0372861196731
"MAP3K7:211536_x_at",NA,NA,NA,NA
"MAP3K7:211537_x_at",NA,NA,NA,NA
"HSPA2:211538_s_at",NA,NA,NA,NA
"RB1:211540_s_at",NA,NA,NA,NA
"DYRK1A:211541_s_at",NA,NA,NA,NA
"RPS10:211542_x_at",NA,NA,NA,NA
"GRK6:211543_s_at",NA,NA,NA,NA
"GHRHR:211544_s_at",4.69097573834328,3.83289001416474,2.88166461932035,3.71369581484336
"GHRHR:211545_at",NA,NA,NA,NA
"SNCA:211546_x_at",NA,NA,NA,NA
"PAFAH1B1:211547_s_at",NA,NA,NA,NA
"HPGD:211548_s_at",NA,NA,NA,NA
"HPGD:211549_s_at",NA,NA,NA,NA
"EGFR:211550_at",NA,NA,NA,NA
"EGFR:211551_at",NA,NA,NA,NA
"ALDH4A1:211552_s_at",4.20867331962947,4.60880924267552,4.08406426478847,4.04875931191986
"APAF1:211553_x_at",NA,NA,NA,NA
"APAF1:211554_s_at",NA,NA,NA,NA
"GUCY1B3:211555_s_at",NA,NA,NA,NA
"MAPRE2:211556_at",NA,NA,NA,NA
"SLCO2B1:211557_x_at",NA,NA,NA,NA
"DHPS:211558_s_at",NA,NA,NA,NA
"CCNG2:211559_s_at",6.65349000917199,6.29994062982407,6.42425028608405,5.8040019151793
"ALAS2:211560_s_at",NA,NA,NA,NA
"MAPK14:211561_x_at",NA,NA,NA,NA
"LMOD1:211562_s_at",NA,NA,NA,NA
"URI1:211563_s_at",NA,NA,NA,NA
"PDLIM4:211564_s_at",NA,NA,NA,NA
"SH3GL3:211565_at",3.43562859405209,2.50080205305716,3.02856915219677,3.47118746038699
"BRE:211566_x_at",NA,NA,NA,NA
":211567_at",1.799087306074,0.31034012061215,2.89530262133331,2.46988597627446
"ADGRB3:211568_at",2.6507645591169,1.09085343045111,3.06004738366994,2.68706068833989
"HADH:211569_s_at",NA,NA,NA,NA
"RAPSN:211570_s_at",NA,NA,NA,NA
"VCAN:211571_s_at",NA,NA,NA,NA
"SLC23A2:211572_s_at",NA,NA,NA,NA
"TGM2:211573_x_at",NA,NA,NA,NA
"CD46:211574_s_at",NA,NA,NA,NA
"UBE3A:211575_s_at",NA,NA,NA,NA
"SLC19A1:211576_s_at",NA,NA,NA,NA
"IGF1:211577_s_at",NA,NA,NA,NA
"RPS6KB1:211578_s_at",NA,NA,NA,NA
"ITGB3:211579_at",4.12267271882414,4.00539998774259,3.61823865559545,3.97636363573276
"PIK3R3:211580_s_at",NA,NA,NA,NA
"LST1:211581_x_at",NA,NA,NA,NA
"LST1:211582_x_at",NA,NA,NA,NA
"NCR3:211583_x_at",NA,NA,NA,NA
"NPAT:211584_s_at",NA,NA,NA,NA
"NPAT:211585_at",NA,NA,NA,NA
"ATP2B2:211586_s_at",NA,NA,NA,NA
"CHRNA3:211587_x_at",0.0840642647884745,3.74092756031863,2.6667565918848,3.85897561429202
"PML:211588_s_at",NA,NA,NA,NA
"PML:211589_at",NA,NA,NA,NA
"TBXA2R:211590_x_at",NA,NA,NA,NA
"PDE4A:211591_s_at",NA,NA,NA,NA
"CACNA1C:211592_s_at",NA,NA,NA,NA
"MAST2:211593_s_at",NA,NA,NA,NA
"MRPL9:211594_s_at",NA,NA,NA,NA
"MRPS11:211595_s_at",NA,NA,NA,NA
"LRIG1:211596_s_at",8.60440496763545,8.69581986658985,9.64089562932857,10.2544263373713
"HOPX:211597_s_at",NA,NA,NA,NA
"VIPR2:211598_x_at",NA,NA,NA,NA
"MET:211599_x_at",NA,NA,NA,NA
"PTPRO:211600_at",12.9739269166216,13.0012128895279,12.690554594105,12.8711891013631
"CATR1:211601_at",NA,NA,NA,NA
"TRPC1:211602_s_at",NA,NA,NA,NA
"ETV4:211603_s_at",9.40258575823259,9.37490906144691,9.41774705086736,9.42737570529446
"HAP1:211604_x_at",NA,NA,NA,NA
"RARA:211605_s_at",NA,NA,NA,NA
":211606_at",3.72465027173297,0.150559676575381,3.40871186102943,2.57288966842058
"EGFR:211607_x_at",NA,NA,NA,NA
":211608_at",NA,NA,NA,NA
"PSMD4:211609_x_at",NA,NA,NA,NA
"KLF6:211610_at",NA,NA,NA,NA
"TNXB///ATF6B:211611_s_at",NA,NA,NA,NA
"IL13RA1:211612_s_at",NA,NA,NA,NA
"GPD2:211613_s_at",NA,NA,NA,NA
"ERVH-6:211614_at",NA,NA,NA,NA
"LRPPRC:211615_s_at",NA,NA,NA,NA
"HTR2A:211616_s_at",NA,NA,NA,NA
"ALDOAP2:211617_at",2.76977173924945,2.84398384404833,1.98913900736823,3.31903981556254
"ALPI:211618_s_at",NA,NA,NA,NA
"ALPPL2///ALPP:211619_s_at",4.92267359284945,4.24031432933371,5.29241366782748,4.67129337248158
"LOC101928269///LOC100506403///RUNX1:211620_x_at",4.60762622084549,4.37225564844579,3.52105073690096,2.99819550315325
"AR:211621_at",NA,NA,NA,NA
"ARF3:211622_s_at",NA,NA,NA,NA
"FBL:211623_s_at",NA,NA,NA,NA
"DRD2:211624_s_at",NA,NA,NA,NA
"DRD3:211625_s_at",NA,NA,NA,NA
"ERG:211626_x_at",NA,NA,NA,NA
"ESR1:211627_x_at",NA,NA,NA,NA
"FTH1P5:211628_x_at",NA,NA,NA,NA
"GSS:211630_s_at",NA,NA,NA,NA
"B4GALT1:211631_x_at",NA,NA,NA,NA
"IGHM///IGHG1///IGHD:211632_at",NA,NA,NA,NA
":211633_x_at",NA,NA,NA,NA
"IGHM:211634_x_at",NA,NA,NA,NA
"IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1:211635_x_at",NA,NA,NA,NA
"LOC102723407///IGHV4-31///IGHM///IGHG4///IGHG1///IGHA2///IGHA1:211636_at",NA,NA,NA,NA
"IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH:211637_x_at",NA,NA,NA,NA
"IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH:211638_at",NA,NA,NA,NA
"IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH:211639_x_at",NA,NA,NA,NA
"IGHM///IGHG1:211640_x_at",NA,NA,NA,NA
"IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1:211641_x_at",NA,NA,NA,NA
":211642_at",NA,NA,NA,NA
"IGK///IGKC:211643_x_at",NA,NA,NA,NA
"IGK///IGKC:211644_x_at",NA,NA,NA,NA
":211645_x_at",NA,NA,NA,NA
"LOC102725526///IGHM///IGHG3///IGHG2///IGHG1///IGHA1///IGH:211646_at",NA,NA,NA,NA
"IGHM///IGHG1:211647_x_at",NA,NA,NA,NA
"IGHM///IGHG1:211648_at",NA,NA,NA,NA
"IGHM///IGHG1///IGHA1:211649_x_at",NA,NA,NA,NA
"IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH:211650_x_at",NA,NA,NA,NA
"LAMB1:211651_s_at",NA,NA,NA,NA
"LBP:211652_s_at",NA,NA,NA,NA
"LOC101930400///AKR1C2:211653_x_at",NA,NA,NA,NA
"HLA-DQB1:211654_x_at",NA,NA,NA,NA
"IGLC1:211655_at",4.15785216914174,3.40735275114004,4.25096157353322,3.4594316186373
"LOC101060835///HLA-DQB1:211656_x_at",NA,NA,NA,NA
"CEACAM6:211657_at",NA,NA,NA,NA
"PRDX2:211658_at",NA,NA,NA,NA
"GPR135:211659_at",NA,NA,NA,NA
"POU2F2:211660_at",NA,NA,NA,NA
"PTAFR:211661_x_at",NA,NA,NA,NA
"VDAC2:211662_s_at",NA,NA,NA,NA
"PTGDS:211663_x_at",NA,NA,NA,NA
"SOS2:211665_s_at",NA,NA,NA,NA
"SNORD83B///SNORD139///RPL3:211666_x_at",NA,NA,NA,NA
"TRAV12-2:211667_x_at",NA,NA,NA,NA
"PLAU:211668_s_at",NA,NA,NA,NA
"SSX3:211670_x_at",NA,NA,NA,NA
"NR3C1:211671_s_at",NA,NA,NA,NA
"ARPC4-TTLL3///ARPC4:211672_s_at",NA,NA,NA,NA
"MOCS1:211673_s_at",NA,NA,NA,NA
"CTAG1A///CTAG1B:211674_x_at",NA,NA,NA,NA
"MDFIC:211675_s_at",NA,NA,NA,NA
"IFNGR1:211676_s_at",NA,NA,NA,NA
"CADM3:211677_x_at",NA,NA,NA,NA
"RNF114:211678_s_at",NA,NA,NA,NA
"GABBR2:211679_x_at",NA,NA,NA,NA
"PDLIM5:211680_at",3.64154602908752,1.26303440583379,1.11769504266975,1.8073549220576
"PDLIM5:211681_s_at",NA,NA,NA,NA
"UGT2B28:211682_x_at",NA,NA,NA,NA
"DYNC1I2:211684_s_at",NA,NA,NA,NA
"NCALD:211685_s_at",NA,NA,NA,NA
"MAK16:211686_s_at",NA,NA,NA,NA
"KIR3DL1:211687_x_at",3.0036022366802,0.0976107966264223,2.74846123300404,2.75915583380027
"KIR3DL2///KIR3DL1:211688_x_at",NA,NA,NA,NA
"TMPRSS2:211689_s_at",NA,NA,NA,NA
"RPS6:211690_at",NA,NA,NA,NA
":211691_x_at",NA,NA,NA,NA
"MIR3190///MIR3191///BBC3:211692_s_at",8.66384270155328,8.71647653405453,8.67613339074906,8.72934883193919
"IGH:211693_at",NA,NA,NA,NA
"TSSK1B:211694_at",NA,NA,NA,NA
"MUC1:211695_x_at",NA,NA,NA,NA
"HBB:211696_x_at",2.30158764660319,4.07638806851284,4.17152710603881,4.58676474335514
"PNO1:211697_x_at",NA,NA,NA,NA
"EID1:211698_at",NA,NA,NA,NA
"HBA2///HBA1:211699_x_at",4.16027483140859,4.39231742277876,5.18388345903223,5.31179371775365
"TRO:211700_s_at",NA,NA,NA,NA
"TRO:211701_s_at",NA,NA,NA,NA
"USP32:211702_s_at",NA,NA,NA,NA
"TM2D1:211703_s_at",NA,NA,NA,NA
"SPIN2B///SPIN2A:211704_s_at",6.14751022492028,6.22168378101097,6.18010806871201,5.99412711400313
"SORBS1:211705_s_at",NA,NA,NA,NA
"CDK19:211706_s_at",NA,NA,NA,NA
"IQCB1:211707_s_at",NA,NA,NA,NA
"SCD:211708_s_at",9.73408296165147,9.72350736727838,9.97612014894163,9.72309774831667
"CLEC11A:211709_s_at",NA,NA,NA,NA
"SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4:211710_x_at",NA,NA,NA,NA
"PTEN:211711_s_at",NA,NA,NA,NA
"ANXA9:211712_s_at",NA,NA,NA,NA
"KIAA0101:211713_x_at",NA,NA,NA,NA
"TUBB:211714_x_at",NA,NA,NA,NA
"BDH1:211715_s_at",NA,NA,NA,NA
"ARHGDIA:211716_x_at",NA,NA,NA,NA
"ANKRD40:211717_at",NA,NA,NA,NA
"MGC2889:211718_at",NA,NA,NA,NA
"FN1:211719_x_at",NA,NA,NA,NA
"RPLP0:211720_x_at",NA,NA,NA,NA
"ZNF551:211721_s_at",NA,NA,NA,NA
"HDAC6:211722_s_at",NA,NA,NA,NA
"MIOS:211724_x_at",NA,NA,NA,NA
"BID:211725_s_at",NA,NA,NA,NA
"FMO2:211726_s_at",NA,NA,NA,NA
"COX11:211727_s_at",NA,NA,NA,NA
"HYAL3:211728_s_at",NA,NA,NA,NA
"BLVRA:211729_x_at",NA,NA,NA,NA
"POLR2L:211730_s_at",NA,NA,NA,NA
"SSX3:211731_x_at",3.60999129521268,5.27612440527424,3.92884403671257,3.70487196445635
"HNMT:211732_x_at",NA,NA,NA,NA
"SCP2:211733_x_at",NA,NA,NA,NA
"FCER1A:211734_s_at",0,3.18586654531133,2.87578006306849,2.67355642399014
"SFTPC:211735_x_at",NA,NA,NA,NA
"SP2:211736_at",NA,NA,NA,NA
"PTN:211737_x_at",3.72900887033786,1.51601514700366,3.60999129521268,2.87184364850932
"CELA3A:211738_x_at",NA,NA,NA,NA
"GH1///CSHL1///CSH2///CSH1:211739_x_at",NA,NA,NA,NA
"ICA1:211740_at",1.99638874644762,0.669026765509631,2.24184018356467,0.111031312388744
"PSG3:211741_x_at",1.0496307677246,3.13093086982645,3.30012372456901,0
"EVI2B:211742_s_at",NA,NA,NA,NA
"PRG2:211743_s_at",NA,NA,NA,NA
"CD58:211744_s_at",NA,NA,NA,NA
"HBA2///HBA1:211745_x_at",NA,NA,NA,NA
"PSMA1:211746_x_at",NA,NA,NA,NA
"LSM5:211747_s_at",NA,NA,NA,NA
"PTGDS:211748_x_at",NA,NA,NA,NA
"VAMP3:211749_s_at",NA,NA,NA,NA
"TUBA1C:211750_x_at",NA,NA,NA,NA
"LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP:211751_at",NA,NA,NA,NA
"NDUFS7:211752_s_at",NA,NA,NA,NA
"RLN1:211753_s_at",NA,NA,NA,NA
"SLC25A17:211754_s_at",NA,NA,NA,NA
"ATP5F1:211755_s_at",NA,NA,NA,NA
"PTHLH:211756_at",NA,NA,NA,NA
"TXNDC9:211758_x_at",NA,NA,NA,NA
"TBCB:211759_x_at",NA,NA,NA,NA
"VAMP4:211760_s_at",NA,NA,NA,NA
"CACYBP:211761_s_at",NA,NA,NA,NA
"KPNA2:211762_s_at",NA,NA,NA,NA
"UBE2B:211763_s_at",NA,NA,NA,NA
"UBE2D1:211764_s_at",NA,NA,NA,NA
"PPIA:211765_x_at",NA,NA,NA,NA
"PNLIPRP2:211766_s_at",NA,NA,NA,NA
"GINS4:211767_at",7.5853381536437,7.63640711243345,8.0948694327187,7.99508874103378
"LAT2:211768_at",3.5668151540109,1.17632277264046,3.12598165385472,4.27575204882853
"SERINC3:211769_x_at",NA,NA,NA,NA
"POU2F2:211771_s_at",NA,NA,NA,NA
"CHRNA3:211772_x_at",NA,NA,NA,NA
"ZKSCAN3:211773_s_at",NA,NA,NA,NA
"MMACHC:211774_s_at",NA,NA,NA,NA
":211775_x_at",2.611172380044,1.0703893278914,1.62760683812965,0
"EPB41L3:211776_s_at",0.333423733725192,3.73335434061383,1.29865831556452,1.62293035092018
"OVOL2:211778_s_at",NA,NA,NA,NA
"AP2A2:211779_x_at",NA,NA,NA,NA
"DCTN1:211780_x_at",10.8610791495496,10.8845521339872,10.6319773202387,10.6361170505997
":211781_x_at",4.62935662007961,4.52669484554198,4.36597242759338,3.74092756031863
"IDS:211782_at",NA,NA,NA,NA
"MTA1:211783_s_at",NA,NA,NA,NA
"SRSF1:211784_s_at",NA,NA,NA,NA
"TNFRSF9:211786_at",2.91456452349394,1.28095631383106,3.29425313644451,2.71149490665009
"LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1:211787_s_at",NA,NA,NA,NA
"HAUS7///TREX2:211788_s_at",NA,NA,NA,NA
"MLXIP:211789_s_at",NA,NA,NA,NA
"KMT2D:211790_s_at",NA,NA,NA,NA
"KCNAB2:211791_s_at",NA,NA,NA,NA
"CDKN2C:211792_s_at",NA,NA,NA,NA
"ABI2:211793_s_at",NA,NA,NA,NA
"FYB:211794_at",NA,NA,NA,NA
"FYB:211795_s_at",0.669026765509631,1.85199883711245,0,3.90207357931074
"TRBC1:211796_s_at",NA,NA,NA,NA
"NFYC:211797_s_at",NA,NA,NA,NA
"IGLJ3:211798_x_at",NA,NA,NA,NA
"HLA-C:211799_x_at",6.8903250848035,7.17392693199981,7.03815081026938,6.52481592835751
"USP4:211800_s_at",NA,NA,NA,NA
"MFN1:211801_x_at",NA,NA,NA,NA
"CACNA1G:211802_x_at",NA,NA,NA,NA
"CDK2:211803_at",NA,NA,NA,NA
"CDK2:211804_s_at",NA,NA,NA,NA
"SLC8A1:211805_s_at",6.70238050161552,6.29774167849137,6.09592441999854,6.36894291440495
"KCNJ15:211806_s_at",NA,NA,NA,NA
"PCDHGB5:211807_x_at",4.70210340662939,4.51159454153741,4.63923216324928,4.22881869049588
"CREBBP:211808_s_at",NA,NA,NA,NA
"COL13A1:211809_x_at",NA,NA,NA,NA
"GALC:211810_s_at",NA,NA,NA,NA
"PCDHA5///PCDHA6:211811_s_at",NA,NA,NA,NA
"B3GALNT1:211812_s_at",NA,NA,NA,NA
"DCN:211813_x_at",NA,NA,NA,NA
"CCNE2:211814_s_at",8.0008450815672,7.99373096355301,8.10381232942885,8.01290383323064
"GGA3:211815_s_at",NA,NA,NA,NA
"FCAR:211816_x_at",NA,NA,NA,NA
"KCNJ5:211817_s_at",NA,NA,NA,NA
"LOC729966///PDE4C:211818_s_at",NA,NA,NA,NA
"SORBS1:211819_s_at",NA,NA,NA,NA
"GYPA:211820_x_at",NA,NA,NA,NA
"GYPA:211821_x_at",NA,NA,NA,NA
"NLRP1:211822_s_at",NA,NA,NA,NA
"PXN:211823_s_at",7.50072239675916,7.51853513898218,7.00607356726189,6.96162332828694
"NLRP1:211824_x_at",NA,NA,NA,NA
"FLI1:211825_s_at",5.05658352836637,4.06091204958787,5.67779010121666,5.9429835981871
"AFF1:211826_s_at",NA,NA,NA,NA
"KCND3:211827_s_at",NA,NA,NA,NA
"TNIK:211828_s_at",NA,NA,NA,NA
"GPER1:211829_s_at",NA,NA,NA,NA
"CACNA1I:211830_s_at",NA,NA,NA,NA
"THPO:211831_s_at",NA,NA,NA,NA
"MDM2:211832_s_at",1.799087306074,1.88362081628567,3.28835856219366,3.5957423394744
"BAX:211833_s_at",NA,NA,NA,NA
"TP63:211834_s_at",NA,NA,NA,NA
"IGKC:211835_at",NA,NA,NA,NA
"MOG:211836_s_at",1.85996954822103,2.28688114778816,3.68594014844598,2.91073266190291
"PTCRA:211837_s_at",NA,NA,NA,NA
"PCDHA5:211838_x_at",NA,NA,NA,NA
"CSF1:211839_s_at",NA,NA,NA,NA
"PDE4D:211840_s_at",2.15704371014558,3.64731450954714,2.31324585178756,3.51349074558812
"TNFRSF25:211841_s_at",NA,NA,NA,NA
"SLC24A1:211842_s_at",NA,NA,NA,NA
"CYP3A7-CYP3A51P:211843_x_at",NA,NA,NA,NA
"NRP2:211844_s_at",NA,NA,NA,NA
"NECTIN1:211845_at",NA,NA,NA,NA
"NECTIN1:211846_s_at",NA,NA,NA,NA
"CEACAM7:211848_s_at",2.90881290773955,0,2.7158933705476,1.84799690655495
"RNGTT:211849_s_at",NA,NA,NA,NA
"BRCA1:211851_x_at",NA,NA,NA,NA
"ATRN:211852_s_at",NA,NA,NA,NA
"SLC25A14:211855_s_at",NA,NA,NA,NA
"CD28:211856_x_at",4.99503219247754,4.84046323386954,4.21023299009585,4.36667191611176
"GNAS:211858_x_at",NA,NA,NA,NA
"CD28:211861_x_at",NA,NA,NA,NA
"CFLAR:211862_x_at",NA,NA,NA,NA
"HFE:211863_x_at",NA,NA,NA,NA
"MYOF:211864_s_at",NA,NA,NA,NA
"FZR1:211865_s_at",NA,NA,NA,NA
"HFE:211866_x_at",NA,NA,NA,NA
"PCDHA10:211867_s_at",NA,NA,NA,NA
"IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH:211868_x_at",NA,NA,NA,NA
":211869_at",NA,NA,NA,NA
"PCDHA2///PCDHA3:211870_s_at",NA,NA,NA,NA
"GNB5:211871_x_at",NA,NA,NA,NA
"RGS11:211872_s_at",NA,NA,NA,NA
"PCDHGA9:211873_s_at",NA,NA,NA,NA
"KAT6B:211874_s_at",NA,NA,NA,NA
"PCDHGA10:211875_x_at",NA,NA,NA,NA
"PCDHGA3///PCDHGA5///PCDHGA6///PCDHGA10///PCDHGA11///PCDHGA12///PCDHGC3:211876_x_at",NA,NA,NA,NA
"PCDHGA11///PCDHGC3:211877_s_at",NA,NA,NA,NA
":211878_at",NA,NA,NA,NA
"PCDHGA3:211879_x_at",NA,NA,NA,NA
"PCDHGA1:211880_x_at",5.17672169288105,4.41818994794577,4.75060650483559,6.18606470409757
"IGLJ3:211881_x_at",0,2.81147103052984,1.34482849699744,1.49569516262407
"FUT6:211882_x_at",NA,NA,NA,NA
"CEACAM1:211883_x_at",NA,NA,NA,NA
"CIITA:211884_s_at",NA,NA,NA,NA
"FUT6:211885_x_at",NA,NA,NA,NA
"TBX5:211886_s_at",NA,NA,NA,NA
"MSR1:211887_x_at",NA,NA,NA,NA
"CASP10:211888_x_at",NA,NA,NA,NA
"CEACAM1:211889_x_at",NA,NA,NA,NA
"CAPN3:211890_x_at",NA,NA,NA,NA
"LOC101930241///ARHGEF4:211891_s_at",NA,NA,NA,NA
"PTGIS:211892_s_at",NA,NA,NA,NA
"CD6:211893_x_at",NA,NA,NA,NA
"SEZ6L:211894_x_at",NA,NA,NA,NA
"DCN:211896_s_at",4.99954908734095,4.09761079662642,4.76447355099267,3.10601323762212
"CRHR1:211897_s_at",NA,NA,NA,NA
"EPHB1:211898_s_at",NA,NA,NA,NA
"TRAF4:211899_s_at",NA,NA,NA,NA
"CD6:211900_x_at",NA,NA,NA,NA
"PDE4A:211901_s_at",NA,NA,NA,NA
"YME1L1:211902_x_at",2.79285535236249,0.650764559116902,3.28835856219366,2.99095486039699
"MPL:211903_s_at",NA,NA,NA,NA
"RAD52:211904_x_at",NA,NA,NA,NA
"ITGB4:211905_s_at",NA,NA,NA,NA
"SERPINB4:211906_s_at",3.21567859660793,3.36457243229586,3.13422093976063,3.64270157183323
"PARD6B:211907_s_at",NA,NA,NA,NA
"IGK:211908_x_at",NA,NA,NA,NA
"PTGER3:211909_x_at",NA,NA,NA,NA
":211910_at",NA,NA,NA,NA
"HLA-B:211911_x_at",NA,NA,NA,NA
"MERTK:211912_at",NA,NA,NA,NA
"MERTK:211913_s_at",NA,NA,NA,NA
"NF1P9///NF1:211914_x_at",NA,NA,NA,NA
"TUBB7P:211915_s_at",NA,NA,NA,NA
"MYO1A:211916_s_at",NA,NA,NA,NA
"PRLR:211917_s_at",NA,NA,NA,NA
"PAPPA2:211918_x_at",NA,NA,NA,NA
"CXCR4:211919_s_at",NA,NA,NA,NA
"CFB:211920_at",NA,NA,NA,NA
"LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA:211921_x_at",NA,NA,NA,NA
"CAT:211922_s_at",NA,NA,NA,NA
"ZNF471:211923_s_at",NA,NA,NA,NA
"PLAUR:211924_s_at",NA,NA,NA,NA
"PLCB1:211925_s_at",5.44161626940656,4.96670731415032,4.27276973243651,3.26903314645524
"MYH9:211926_s_at",NA,NA,NA,NA
"MIR3654///EEF1G:211927_x_at",NA,NA,NA,NA
"DYNC1H1:211928_at",NA,NA,NA,NA
"HNRNPA3:211929_at",NA,NA,NA,NA
"HNRNPA3:211930_at",NA,NA,NA,NA
"HNRNPA3///HNRNPA3P1:211931_s_at",NA,NA,NA,NA
"HNRNPA3:211932_at",NA,NA,NA,NA
"HNRNPA3///HNRNPA3P1:211933_s_at",NA,NA,NA,NA
"GANAB:211934_x_at",NA,NA,NA,NA
"ARL6IP1:211935_at",NA,NA,NA,NA
"HSPA5:211936_at",NA,NA,NA,NA
"EIF4B:211937_at",NA,NA,NA,NA
"EIF4B:211938_at",NA,NA,NA,NA
"BTF3:211939_x_at",NA,NA,NA,NA
"H3F3AP4///H3F3B///H3F3A:211940_x_at",NA,NA,NA,NA
"PEBP1:211941_s_at",NA,NA,NA,NA
"RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A:211942_x_at",NA,NA,NA,NA
"LOC101928826///TPT1:211943_x_at",NA,NA,NA,NA
"PRRC2C:211944_at",NA,NA,NA,NA
"ITGB1:211945_s_at",NA,NA,NA,NA
"PRRC2C:211946_s_at",NA,NA,NA,NA
"PRRC2C:211947_s_at",NA,NA,NA,NA
"PRRC2C:211948_x_at",NA,NA,NA,NA
"NOLC1:211949_s_at",9.76968910451483,9.8900818382946,10.4163647597285,10.6143049494092
"UBR4:211950_at",NA,NA,NA,NA
"NOLC1:211951_at",NA,NA,NA,NA
"IPO5:211952_at",NA,NA,NA,NA
"IPO5:211953_s_at",NA,NA,NA,NA
"IPO5:211954_s_at",NA,NA,NA,NA
"IPO5:211955_at",NA,NA,NA,NA
"EIF1:211956_s_at",NA,NA,NA,NA
"IGFBP5:211958_at",NA,NA,NA,NA
"IGFBP5:211959_at",NA,NA,NA,NA
"RAB7A:211960_s_at",NA,NA,NA,NA
"RAB7A:211961_s_at",NA,NA,NA,NA
"ZFP36L1:211962_s_at",NA,NA,NA,NA
"ARPC5:211963_s_at",NA,NA,NA,NA
"COL4A2:211964_at",NA,NA,NA,NA
"ZFP36L1:211965_at",NA,NA,NA,NA
"COL4A2:211966_at",NA,NA,NA,NA
"TMEM123:211967_at",NA,NA,NA,NA
"HSP90AA1:211968_s_at",NA,NA,NA,NA
"HSP90AA1:211969_at",NA,NA,NA,NA
"ACTG1///ACTB:211970_x_at",NA,NA,NA,NA
"LRPPRC:211971_s_at",NA,NA,NA,NA
"RPLP0:211972_x_at",NA,NA,NA,NA
"NUDT3:211973_at",6.56666296296261,6.73633427697511,6.78004757606187,6.83693401132109
"RBPJ:211974_x_at",NA,NA,NA,NA
"ARFGAP2:211975_at",NA,NA,NA,NA
"NUDT3:211976_at",NA,NA,NA,NA
"GPR107:211977_at",NA,NA,NA,NA
"LOC101060363///PPIA:211978_x_at",NA,NA,NA,NA
"GPR107:211979_at",NA,NA,NA,NA
"COL4A1:211980_at",1.05658352836637,3.17312743348066,3.11270013274936,3.38543103719352
"COL4A1:211981_at",NA,NA,NA,NA
"XPO6:211982_x_at",NA,NA,NA,NA
"ACTG1///ACTB:211983_x_at",NA,NA,NA,NA
"CALM3///CALM2///CALM1:211984_at",NA,NA,NA,NA
"CALM3///CALM2///CALM1:211985_s_at",NA,NA,NA,NA
"AHNAK:211986_at",NA,NA,NA,NA
"TOP2B:211987_at",NA,NA,NA,NA
"SMARCE1:211988_at",NA,NA,NA,NA
"SMARCE1:211989_at",NA,NA,NA,NA
"HLA-DPA1:211990_at",3.99819550315325,4.03738222200308,4.834407841807,3.98641093525204
"HLA-DPA1:211991_s_at",4.35825558670513,4.05224198118114,4.20084957463721,4.05398016818765
"WNK1:211992_at",NA,NA,NA,NA
"WNK1:211993_at",9.49247412301085,9.41197698162801,9.422632479037,9.17619808744062
"WNK1:211994_at",NA,NA,NA,NA
"ACTG1///ACTB:211995_x_at",NA,NA,NA,NA
"LOC101060275///NPIPA5///NPIPB5///NPIPB11///LOC613037///NPIPB4///NPIPB3:211996_s_at",NA,NA,NA,NA
"MIR4738///H3F3B///H3F3A:211997_x_at",NA,NA,NA,NA
"MIR4738///H3F3B///H3F3A:211998_at",NA,NA,NA,NA
"MIR4738///H3F3B///H3F3A:211999_at",NA,NA,NA,NA
"SUGP2:212000_at",NA,NA,NA,NA
"SUGP2:212001_at",NA,NA,NA,NA
"SZRD1:212002_at",10.2800979741099,10.2090999595413,10.5855916640825,10.5908957648485
"SZRD1:212003_at",NA,NA,NA,NA
"SZRD1:212004_at",10.2499904205732,10.2523224559786,10.7117357945843,10.7131287143513
"SZRD1:212005_at",NA,NA,NA,NA
"UBXN4:212006_at",NA,NA,NA,NA
"UBXN4:212007_at",NA,NA,NA,NA
